model,qformat,tp,mps_percentage,batch_size,input_len,output_len,seq_len,prefill_time,decode_time,ttft,tpot,e2e
llama-3.1-70b,awq,4,40,4,256,256,512,0.1778461251291446,5.936856888211333,0.2330667436122894,0.0232817917184758,6.169690454006195
llama-3.1-70b,awq,4,50,4,256,256,512,0.1440657142549753,5.987650231830775,0.1936146855354309,0.0234809813012971,6.180573248863221
llama-3.1-70b,awq,4,60,4,256,256,512,0.1258469592081383,6.298541660001502,0.1694675028324127,0.0247001633725549,6.467453819513321
llama-3.1-70b,awq,4,80,4,256,256,512,0.101436900626868,6.026180248474702,0.1399583995342254,0.0236320794057831,6.164050924777984
llama-3.1-70b,awq,4,100,4,256,256,512,0.0919301677029579,5.924198902014178,0.1233083248138427,0.0232321525569183,6.047165113687515
llama-3.1-70b,awq,4,20,8,256,256,512,0.794161845149938,6.14853830007487,0.922538247704506,0.0241119149022543,7.070050776004791
llama-3.1-70b,awq,4,40,8,256,256,512,0.3451857452630065,6.026081613393035,0.4552011966705322,0.0236316926015413,6.479075303673744
llama-3.1-70b,awq,4,50,8,256,256,512,0.3363387047196738,6.0667398469871845,0.3956876546144485,0.0237911366548517,6.461365342140198
llama-3.1-70b,awq,4,60,8,256,256,512,0.2913865523354616,5.840407872502692,0.3443254947662353,0.0229035602843242,6.183755248785019
llama-3.1-70b,awq,4,80,8,256,256,512,0.2110333346296102,5.982009400939569,0.2692675620317459,0.0234588603958414,6.249712479114533
llama-3.1-70b,awq,4,100,8,256,256,512,0.1639895898115355,5.991005981829948,0.2243252247571945,0.0234941411052154,6.215767472982407
llama-3.1-70b,awq,4,20,16,256,256,512,1.8021519523434109,6.767641862531309,1.9307989865541455,0.0265397720099267,8.697575701773166
llama-3.1-70b,awq,4,40,16,256,256,512,0.9304394027305534,6.067159381962847,1.0066805109381676,0.0237927818900503,7.073443515598774
llama-3.1-70b,awq,4,50,16,256,256,512,0.7477147663594224,6.125346306661959,0.8117729634046554,0.0240209659084782,6.935813635587692
llama-3.1-70b,awq,4,60,16,256,256,512,0.6153399594884832,6.304467274268973,0.6929082974791527,0.0247234010755646,6.99568697065115
llama-3.1-70b,awq,4,80,16,256,256,512,0.5081740230554714,6.211132575559896,0.5520475685596467,0.0243573826492544,6.762618324160576
llama-3.1-70b,awq,4,100,16,256,256,512,0.3405872091621859,5.993845326986047,0.4404826566576957,0.0235052757921021,6.432634721696377
llama-3.1-70b,awq,4,20,32,256,256,512,3.7896538020999286,8.167750814194733,3.9447885528206825,0.0320303953497832,12.111588390916586
llama-3.1-70b,awq,4,40,32,256,256,512,1.979301054458483,6.166152924511698,2.078607428818941,0.0241809918608301,8.217445347458124
llama-3.1-70b,awq,4,50,32,256,256,512,1.5239156215946423,6.43733603649016,1.6413277313113213,0.0252444550450594,8.051577857881785
llama-3.1-70b,awq,4,60,32,256,256,512,1.351561541868432,6.1684393212141,1.435694768279791,0.0241899581224082,7.577165096998215
llama-3.1-70b,awq,4,80,32,256,256,512,0.965676656452706,6.173908553623187,1.0685307070612908,0.0242114060926399,7.241029723733663
llama-3.1-70b,awq,4,100,32,256,256,512,0.8511247058806475,6.325424303216278,0.9809224739670752,0.0248055855028089,7.2835949890315534
llama-3.1-70b,fp8_kv8,4,20,1,256,256,512,0.0553883395623415,6.975895659718662,0.0613609075546264,0.0273564535675241,7.032056260108948
llama-3.1-70b,fp8_kv8,4,40,1,256,256,512,0.0467022644355893,7.00080444412306,0.0475557804107666,0.0274541350749923,7.048198246955872
llama-3.1-70b,fp8_kv8,4,50,1,256,256,512,0.0369996598456054,6.935577572649345,0.038109016418457,0.0271983434221542,6.973440217971802
llama-3.1-70b,fp8_kv8,4,60,1,256,256,512,0.0357145284768194,6.980072306608781,0.0368685483932495,0.0273728325749363,7.016598176956177
llama-3.1-70b,fp8_kv8,4,80,1,256,256,512,0.0359440503176301,6.992782041337341,0.0374308824539184,0.0274226746719111,7.029664397239685
llama-3.1-70b,fp8_kv8,4,100,1,256,256,512,0.0348266972694546,7.058732816157862,0.0368247747421264,0.0276813051614033,7.094377660751343
llama-3.1-70b,fp8_kv8,4,20,2,256,256,512,0.066787178767845,7.204392015002668,0.0908623218536377,0.0282525177058928,7.29450398683548
llama-3.1-70b,fp8_kv8,4,40,2,256,256,512,0.0426357267890125,7.296000151452608,0.0624466896057128,0.0286117652998141,7.357208991050721
llama-3.1-70b,fp8_kv8,4,50,2,256,256,512,0.0378477959427982,7.544588803593069,0.0567200422286987,0.0295866227591885,7.5994464635849
llama-3.1-70b,fp8_kv8,4,60,2,256,256,512,0.0375535052968189,7.438760171085596,0.0527958869934082,0.0291716085140611,7.490945768356323
llama-3.1-70b,fp8_kv8,4,80,2,256,256,512,0.0359147062990814,7.47941985221114,0.0525919198989868,0.0293310582439652,7.531392502784729
llama-3.1-70b,fp8_kv8,4,100,2,256,256,512,0.0330195121467113,7.204780585109257,0.0489233374595642,0.0282540415102323,7.2530396461486815
llama-3.1-70b,fp8_kv8,4,20,4,256,256,512,0.1302245469414629,7.321919580816757,0.1721729278564453,0.02871341012085,7.491168904304504
llama-3.1-70b,fp8_kv8,4,40,4,256,256,512,0.0797409730497747,7.466957832744811,0.1090167820453643,0.0292821875793914,7.574811100959778
llama-3.1-70b,fp8_kv8,4,50,4,256,256,512,0.0693034058320336,7.24253932852298,0.094590550661087,0.0284021150138156,7.336447936296463
llama-3.1-70b,fp8_kv8,4,60,4,256,256,512,0.0666776304133236,7.341662558959797,0.0905845284461975,0.0287908335645482,7.431794267892838
llama-3.1-70b,fp8_kv8,4,80,4,256,256,512,0.0557451354688964,7.199274141690694,0.0756566822528839,0.0282324476144733,7.274697297811507
llama-3.1-70b,fp8_kv8,4,100,4,256,256,512,0.0559186312137171,7.21490673130611,0.0844520390033722,0.0282937518874749,7.299004489183426
llama-3.1-70b,fp8_kv8,4,20,8,256,256,512,0.2789174036879558,7.290275022451533,0.32368825674057,0.0285893138135354,7.613564395904541
llama-3.1-70b,fp8_kv8,4,40,8,256,256,512,0.1618826690479181,7.452180972171481,0.1967194586992263,0.0292242391065548,7.648329508304596
llama-3.1-70b,fp8_kv8,4,50,8,256,256,512,0.1208449076395481,7.329551800794434,0.1725611239671707,0.0287433403952722,7.501045548915863
llama-3.1-70b,fp8_kv8,4,60,8,256,256,512,0.1182426279236096,7.293389585748082,0.1549411743879318,0.0286015277872473,7.446555975079536
llama-3.1-70b,fp8_kv8,4,80,8,256,256,512,0.0861647427023854,7.363354100554716,0.1444496393203735,0.0288758984335479,7.502247607707977
llama-3.1-70b,fp8_kv8,4,100,8,256,256,512,0.1010611670557409,7.405176368844695,0.1285695344209671,0.0290399073288027,7.533019709587097
llama-3.1-70b,fp8_kv8,4,20,16,256,256,512,0.5245491284760646,7.407274569533183,0.6035032108426094,0.0290481355667967,8.009694761037826
llama-3.1-70b,fp8_kv8,4,40,16,256,256,512,0.2537511154019739,7.45376971605292,0.3479544997215271,0.0292304694747173,7.800484013557434
llama-3.1-70b,fp8_kv8,4,50,16,256,256,512,0.2771374847390689,7.4559634603909215,0.3132197558879852,0.0292390723936898,7.768623021245003
llama-3.1-70b,fp8_kv8,4,60,16,256,256,512,0.2494476227351697,7.277528905289364,0.2866552770137787,0.0285393290403504,7.563474430143833
llama-3.1-70b,fp8_kv8,4,80,16,256,256,512,0.2182976029376732,7.461089080624515,0.2495278880000114,0.0292591728651941,7.709962753951549
llama-3.1-70b,fp8_kv8,4,100,16,256,256,512,0.1508285120886285,7.342129694417236,0.2292118474841117,0.0287926654683028,7.568848031759262
llama-3.1-70b,fp8_kv8,4,20,32,256,256,512,0.8477624780629412,7.754005174383929,1.090725170075893,0.0304078634289565,8.84368537068367
llama-3.1-70b,fp8_kv8,4,40,32,256,256,512,0.6616161693425966,7.448997876644716,0.7266144469380379,0.0292117563789988,8.17467782124877
llama-3.1-70b,fp8_kv8,4,50,32,256,256,512,0.5646739112067735,7.646319706192298,0.6057612255215645,0.0299855674752639,8.250916636735202
llama-3.1-70b,fp8_kv8,4,60,32,256,256,512,0.3675056296080584,7.47598980377079,0.5099044360220433,0.0293176070736109,7.981472551077604
llama-3.1-70b,fp8_kv8,4,80,32,256,256,512,0.320526876214717,7.74996164196491,0.4361188746988773,0.030392006439078,8.18451069071889
llama-3.1-70b,fp8_kv8,4,100,32,256,256,512,0.3895413890873896,7.407315619809379,0.4448485419154167,0.029048296548272,7.851127827912569
llama-3.1-70b,org,4,20,1,256,256,512,0.0879160763695836,5.955208327807486,0.0891227722167968,0.0233537581482646,6.043965125083924
llama-3.1-70b,org,4,40,1,256,256,512,0.0518828116822987,5.498456435045227,0.0547396421432495,0.0215625742550793,5.551190257072449
llama-3.1-70b,org,4,50,1,256,256,512,0.0428506292868405,5.468377378908917,0.0436662673950195,0.0214446171721918,5.511966347694397
llama-3.1-70b,org,4,60,1,256,256,512,0.0405726770870387,5.78894026055932,0.0436562538146972,0.0227017265119973,5.830436563491821
llama-3.1-70b,org,4,80,1,256,256,512,0.036768380086869,5.407320275623351,0.0380133390426635,0.0212051775514641,5.444925451278687
llama-3.1-70b,org,4,100,1,256,256,512,0.0351948535069823,5.622194105293602,0.0361461639404296,0.0220478200207592,5.658251881599426
llama-3.1-70b,org,4,20,2,256,256,512,0.1036078111035749,6.0931832307484,0.1601224184036254,0.0238948361990133,6.238771986961365
llama-3.1-70b,org,4,40,2,256,256,512,0.0559761258540675,5.5727526424918326,0.0777070879936218,0.0218539319313405,5.6485276222229
llama-3.1-70b,org,4,50,2,256,256,512,0.0383240472059696,5.563541082199663,0.0609923481941223,0.0218178081654888,5.624998903274536
llama-3.1-70b,org,4,60,2,256,256,512,0.0415797678986564,5.6833740183152255,0.0600253462791442,0.022287741248295,5.740103316307068
llama-3.1-70b,org,4,80,2,256,256,512,0.0498897517565637,5.409020107239485,0.0784617781639099,0.0212118435578019,5.474095141887664
llama-3.1-70b,org,4,100,2,256,256,512,0.0296758231241256,5.750566749670543,0.0466688513755798,0.0225512421555707,5.796196746826172
llama-3.1-70b,org,4,20,4,256,256,512,0.1971466887160204,6.158351545187179,0.2672811329364776,0.0241503982164203,6.418198645114899
llama-3.1-70b,org,4,40,4,256,256,512,0.1039816386997699,5.5426396592753004,0.1423107087612152,0.0217358418010796,5.682324379682541
llama-3.1-70b,org,4,50,4,256,256,512,0.0829309289809316,5.65871878429316,0.1176192164421081,0.0221910540560516,5.77542884349823
llama-3.1-70b,org,4,60,4,256,256,512,0.0677809271495789,5.935349840321578,0.0986024737358093,0.0232758817267512,6.032991713285446
llama-3.1-70b,org,4,80,4,256,256,512,0.0650562556460499,5.748065581684932,0.0911301851272583,0.0225414336536664,5.839061534404754
llama-3.1-70b,org,4,100,4,256,256,512,0.0683187597664073,5.760281145514455,0.1056665658950805,0.0225893378255468,5.86567901968956
llama-3.1-70b,org,4,20,8,256,256,512,0.3768290054402314,6.257800062757451,0.4643408685922622,0.0245403924029703,6.72014839053154
llama-3.1-70b,org,4,40,8,256,256,512,0.2401686288591008,5.507509773544735,0.2818478614091873,0.0215980775433126,5.789032688736915
llama-3.1-70b,org,4,50,8,256,256,512,0.1911339431651867,5.737337619485333,0.2347599327564239,0.0224993632136679,5.964784386754036
llama-3.1-70b,org,4,60,8,256,256,512,0.1579180951695889,5.7760562544863205,0.2107143133878707,0.0226512009979855,5.982629019021988
llama-3.1-70b,org,4,80,8,256,256,512,0.1523934960307087,5.74028895056108,0.1889488458633423,0.0225109370610238,5.92455580830574
llama-3.1-70b,org,4,100,8,256,256,512,0.1156475572497583,5.722027946118033,0.1716690510511398,0.0224393252788942,5.889342135190963
llama-3.1-70b,org,4,20,16,256,256,512,0.7799644036131212,6.541236681485316,0.917841362953186,0.0256519085548443,7.454121549427509
llama-3.1-70b,org,4,40,16,256,256,512,0.4017945533443708,5.995997851385619,0.5562815696001053,0.0235137170642573,6.533648043870926
llama-3.1-70b,org,4,50,16,256,256,512,0.3548202246893197,5.669302659801906,0.4211453765630722,0.0222325594502035,6.083883574604988
llama-3.1-70b,org,4,60,16,256,256,512,0.3300790922890882,5.938867960666539,0.3819341227412224,0.0232896782771236,6.316731351613998
llama-3.1-70b,org,4,80,16,256,256,512,0.3137381217180518,5.79137966100825,0.3701969519257545,0.0227112927882676,6.159329314529896
llama-3.1-70b,org,4,100,16,256,256,512,0.1909552462835563,5.902072611448238,0.2791953682899475,0.023145382789993,6.176247012615204
llama-3.1-70b,org,4,20,32,256,256,512,1.7948395857514696,7.30097485196602,1.875721748173237,0.0286312739292785,9.175379606336357
llama-3.1-70b,org,4,40,32,256,256,512,1.022072234818188,6.069003020814852,1.1233807764947414,0.0238000118463327,7.19035752415657
llama-3.1-70b,org,4,50,32,256,256,512,0.5531990256044083,5.889062599967292,0.7180863507091999,0.0230943631371266,6.604533816874027
llama-3.1-70b,org,4,60,32,256,256,512,0.4024401381480856,6.299671326122189,0.5949545048177243,0.0247045934357732,6.889075209200382
llama-3.1-70b,org,4,80,32,256,256,512,0.527863029508444,5.905330745130778,0.639088337123394,0.0231581597848265,6.543076527118683
llama-3.1-70b,org,4,100,32,256,256,512,0.3472545302531216,5.908468502045435,0.4825640968978405,0.0231704647139036,6.3893559269607065
llama-3.1-8b,awq,1,20,1,256,256,512,0.0544479279313236,2.3816482135094703,0.0552919864654541,0.0093397969157234,2.436943531036377
llama-3.1-8b,awq,1,40,1,256,256,512,0.0294324107933789,2.1558410522993654,0.0301141262054443,0.0084542786364681,2.185952663421631
llama-3.1-8b,awq,1,50,1,256,256,512,0.0238396982196718,2.0944404582027345,0.0245361804962158,0.0082134919929519,2.118963861465454
llama-3.1-8b,awq,1,60,1,256,256,512,0.0209822746925055,2.0934492665808646,0.0217541933059692,0.0082096049669837,2.115189719200134
llama-3.1-8b,awq,1,80,1,256,256,512,0.0170655196066945,2.127738798270002,0.0178017377853393,0.0083440737187058,2.145503568649292
llama-3.1-8b,awq,1,100,1,256,256,512,0.0146042075939476,2.074677307903767,0.015335202217102,0.0081359894427598,2.0900242567062377
llama-3.1-8b,awq,1,20,2,256,256,512,0.063106208667159,2.426462390623056,0.0883671641349792,0.009515538786757,2.5147292613983154
llama-3.1-8b,awq,1,40,2,256,256,512,0.0406054054619744,2.1451251266757025,0.0501791477203369,0.0084122553987282,2.195242273807525
llama-3.1-8b,awq,1,50,2,256,256,512,0.0309731027577072,2.105027092108503,0.0400575757026672,0.008255008204347,2.145019221305847
llama-3.1-8b,awq,1,60,2,256,256,512,0.0223366702673956,2.0845919239800423,0.0335091590881347,0.0081748702901178,2.118031108379364
llama-3.1-8b,awq,1,80,2,256,256,512,0.0205565755721181,2.077331621875055,0.02811119556427,0.008146398517157,2.1053828835487365
llama-3.1-8b,awq,1,100,2,256,256,512,0.0187611240893602,2.0939141492825,0.024601399898529,0.0082114280364019,2.118468689918518
llama-3.1-8b,awq,1,20,4,256,256,512,0.13244508812204,2.5091961412108503,0.1751365721225738,0.0098399848674935,2.6842091739177705
llama-3.1-8b,awq,1,40,4,256,256,512,0.0620826865546405,2.1348263642634264,0.0880669057369232,0.0083718680951506,2.2227579057216644
llama-3.1-8b,awq,1,50,4,256,256,512,0.0554140149848535,2.1605646056937986,0.0745237350463867,0.0084728023752697,2.234986621141433
llama-3.1-8b,awq,1,60,4,256,256,512,0.0459526527673006,2.2015052786446176,0.0634966135025024,0.0086333540339004,2.264873743057251
llama-3.1-8b,awq,1,80,4,256,256,512,0.0374982369481585,2.1785502801882104,0.0512145221233367,0.0085433344321106,2.2296510219573973
llama-3.1-8b,awq,1,100,4,256,256,512,0.0280493360594846,2.0814499318250457,0.0406343698501586,0.008162548752255,2.121950435638428
llama-3.1-8b,awq,1,20,8,256,256,512,0.3197375638526864,2.58536056362791,0.371230262517929,0.0101386688769721,2.9564123809337617
llama-3.1-8b,awq,1,40,8,256,256,512,0.1635250646446366,2.1460291655792387,0.1915422588586807,0.0084158006493303,2.337396800518036
llama-3.1-8b,awq,1,50,8,256,256,512,0.1304712118930183,2.136427142529283,0.1532499551773071,0.0083781456569775,2.289520648121834
llama-3.1-8b,awq,1,60,8,256,256,512,0.1132638313283678,2.243248635268537,0.1337067484855651,0.0087970534716413,2.376812726259232
llama-3.1-8b,awq,1,80,8,256,256,512,0.087743971083546,2.127219506911933,0.1033346533775329,0.0083420372820075,2.2306868612766264
llama-3.1-8b,awq,1,100,8,256,256,512,0.0716531945450697,2.1953231450228485,0.0862930804491043,0.0086091103726386,2.281442481279373
llama-3.1-8b,awq,1,20,16,256,256,512,0.7273077096033376,2.913000933246804,0.7791186317801475,0.011423533071556,3.691701382398605
llama-3.1-8b,awq,1,40,16,256,256,512,0.364506879739929,2.2518897219881184,0.3968014597892761,0.0088309400862279,2.648338234424591
llama-3.1-8b,awq,1,50,16,256,256,512,0.2868230314197717,2.1921414248557998,0.3145744547247887,0.0085966330386501,2.506414031982422
llama-3.1-8b,awq,1,60,16,256,256,512,0.2630315924645401,2.290585116762668,0.2850609913468361,0.0089826867324026,2.575367809832096
llama-3.1-8b,awq,1,80,16,256,256,512,0.192982644282165,2.158280316216405,0.2096503257751464,0.0084638443773192,2.367594948410988
llama-3.1-8b,awq,1,100,16,256,256,512,0.1631895718019222,2.160722058924148,0.1797767847776413,0.0084734198389182,2.340199789404869
llama-3.1-8b,awq,1,20,32,256,256,512,1.5205926882990752,3.597793198359432,1.583380338549614,0.0141089929347428,5.180339480936527
llama-3.1-8b,awq,1,40,32,256,256,512,0.7791625716359704,2.382299799428438,0.8081968314945698,0.0093423521546213,3.1898151598870754
llama-3.1-8b,awq,1,50,32,256,256,512,0.6167406592692715,2.293785904116521,0.6422679357230663,0.0089952388396726,2.935374540835619
llama-3.1-8b,awq,1,60,32,256,256,512,0.5257845200059819,2.2681948370416647,0.5468569099903107,0.0088948817138888,2.814319835603237
llama-3.1-8b,awq,1,80,32,256,256,512,0.4039113348291721,2.228455547761405,0.4285204879939556,0.0087390413637702,2.6563495725393294
llama-3.1-8b,awq,1,100,32,256,256,512,0.3556169636183767,2.252895599538169,0.3711814776062965,0.0088348847040712,2.623435704410076
llama-3.1-8b,awq,2,20,1,256,256,512,0.036629321379587,2.6188900091219693,0.0389912843704223,0.0102701568985175,2.656270432472229
llama-3.1-8b,awq,2,40,1,256,256,512,0.0239969909191131,2.688033987442032,0.0251022338867187,0.0105413097546746,2.712878680229187
llama-3.1-8b,awq,2,50,1,256,256,512,0.0211817062459886,2.581882996438071,0.0222216367721557,0.0101250313585806,2.6038322687149047
llama-3.1-8b,awq,2,60,1,256,256,512,0.019787463825196,2.559626538772136,0.0206094026565551,0.0100377511324397,2.580217480659485
llama-3.1-8b,awq,2,80,1,256,256,512,0.0178912055678665,2.6006268058903514,0.025854468345642,0.0101985364936876,2.621558141708374
llama-3.1-8b,awq,2,100,1,256,256,512,0.0208584192674607,2.6381958190817385,0.0216487169265747,0.0103458659571832,2.6597691774368286
llama-3.1-8b,awq,2,20,2,256,256,512,0.0381071525625884,2.507347702584229,0.0516234397888183,0.0098327360885656,2.558945107460022
llama-3.1-8b,awq,2,40,2,256,256,512,0.0221718278946355,2.5606336380122228,0.0306645154953002,0.0100417005412244,2.5910133719444275
llama-3.1-8b,awq,2,50,2,256,256,512,0.0166111445287242,2.5406022193143145,0.0290896654129028,0.0099631459580953,2.5713354349136357
llama-3.1-8b,awq,2,60,2,256,256,512,0.0262825282057747,2.5860565981362016,0.0312183260917663,0.0101413984240635,2.616986072063446
llama-3.1-8b,awq,2,80,2,256,256,512,0.0160037769936025,2.57113871963229,0.036551034450531,0.0100828969397344,2.6044654488563537
llama-3.1-8b,awq,2,100,2,256,256,512,0.0137040235335007,2.5359265830134974,0.0526150226593017,0.0099448101294646,2.579446005821228
llama-3.1-8b,awq,2,20,4,256,256,512,0.0736391092184931,2.5795041823992504,0.1007432222366333,0.0101157026760754,2.6771767020225523
llama-3.1-8b,awq,2,40,4,256,256,512,0.0353776248754002,2.6981596851488576,0.0526801824569702,0.0105810183731327,2.750042402744293
llama-3.1-8b,awq,2,50,4,256,256,512,0.035198037745431,2.541122556151822,0.0542471945285797,0.009965186494713,2.595180529356002
llama-3.1-8b,awq,2,60,4,256,256,512,0.0243721448001451,2.6252550992183386,0.0540451228618621,0.0102951180361503,2.6808509051799776
